WikiData,Name,Kind,City,Rate,Lon,Lat,image_path
Q106150540,"Здание бывшей гостиницы ""Мадрид""","architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Екатеринбург,3h,60.588634,56.886154,c:\Users\alex\Desktop\NTO\data_by_name\Здание бывшей гостиницы _Мадрид_\image_17.jpg
Q106150540,"Здание бывшей гостиницы ""Мадрид""","architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Екатеринбург,3h,60.588634,56.886154,c:\Users\alex\Desktop\NTO\data_by_name\Здание бывшей гостиницы _Мадрид_\image_18.jpg
Q106150540,"Здание бывшей гостиницы ""Мадрид""","architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Екатеринбург,3h,60.588634,56.886154,c:\Users\alex\Desktop\NTO\data_by_name\Здание бывшей гостиницы _Мадрид_\image_19.jpg
Q106150540,"Здание бывшей гостиницы ""Мадрид""","architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Екатеринбург,3h,60.588634,56.886154,c:\Users\alex\Desktop\NTO\data_by_name\Здание бывшей гостиницы _Мадрид_\image_20.jpg
Q106150540,"Здание бывшей гостиницы ""Мадрид""","architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Екатеринбург,3h,60.588634,56.886154,c:\Users\alex\Desktop\NTO\data_by_name\Здание бывшей гостиницы _Мадрид_\image_21.jpg
Q106150540,"Здание бывшей гостиницы ""Мадрид""","architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Екатеринбург,3h,60.588634,56.886154,c:\Users\alex\Desktop\NTO\data_by_name\Здание бывшей гостиницы _Мадрид_\image_22.jpg
Q106150540,"Здание бывшей гостиницы ""Мадрид""","architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Екатеринбург,3h,60.588634,56.886154,c:\Users\alex\Desktop\NTO\data_by_name\Здание бывшей гостиницы _Мадрид_\image_23.jpg
Q106150540,"Здание бывшей гостиницы ""Мадрид""","architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Екатеринбург,3h,60.588634,56.886154,c:\Users\alex\Desktop\NTO\data_by_name\Здание бывшей гостиницы _Мадрид_\image_24.jpg
Q106150540,"Здание бывшей гостиницы ""Мадрид""","architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Екатеринбург,3h,60.588634,56.886154,c:\Users\alex\Desktop\NTO\data_by_name\Здание бывшей гостиницы _Мадрид_\image_25.jpg
Q106150540,"Здание бывшей гостиницы ""Мадрид""","architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Екатеринбург,3h,60.588634,56.886154,c:\Users\alex\Desktop\NTO\data_by_name\Здание бывшей гостиницы _Мадрид_\image_26.jpg
Q106150540,"Здание бывшей гостиницы ""Мадрид""","architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Екатеринбург,3h,60.588634,56.886154,c:\Users\alex\Desktop\NTO\data_by_name\Здание бывшей гостиницы _Мадрид_\image_27.jpg
Q106150540,"Здание бывшей гостиницы ""Мадрид""","architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Екатеринбург,3h,60.588634,56.886154,c:\Users\alex\Desktop\NTO\data_by_name\Здание бывшей гостиницы _Мадрид_\image_28.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_29.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_30.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_31.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_32.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_33.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_34.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_35.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_36.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_37.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_38.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_39.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_40.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_41.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_42.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_43.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_44.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_45.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_46.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_47.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_48.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_49.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_50.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_51.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_52.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_53.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_54.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_55.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_56.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_57.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_58.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_59.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_60.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_61.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_62.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_63.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_64.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_65.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_66.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_67.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_68.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_69.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_70.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_71.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_72.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_73.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_74.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_75.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_76.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_77.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_78.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_79.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_80.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_81.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_82.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_83.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_84.jpg
Q107506739,Серго Орджоникидзе,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.592449,56.885479,c:\Users\alex\Desktop\NTO\data_by_name\Серго Орджоникидзе\image_85.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_86.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_87.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_88.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_89.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_90.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_91.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_92.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_93.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_94.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_95.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_96.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_97.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_98.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_99.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_100.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_101.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_102.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_103.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_104.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_105.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_106.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_107.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_108.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_109.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_110.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_111.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_112.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_113.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_114.jpg
Q107538882,Н. И. Кузнецову,"historic,monuments_and_memorials,interesting_places,monuments",Екатеринбург,3h,60.577671,56.890465,c:\Users\alex\Desktop\NTO\data_by_name\Н_ И_ Кузнецову\image_115.jpg
Q107573037,Малышеву,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,3h,60.604321,56.834213,c:\Users\alex\Desktop\NTO\data_by_name\Малышеву\image_116.jpg
Q107573037,Малышеву,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,3h,60.604321,56.834213,c:\Users\alex\Desktop\NTO\data_by_name\Малышеву\image_117.jpg
Q107573037,Малышеву,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,3h,60.604321,56.834213,c:\Users\alex\Desktop\NTO\data_by_name\Малышеву\image_118.jpg
Q107573037,Малышеву,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",Екатеринбург,3h,60.604321,56.834213,c:\Users\alex\Desktop\NTO\data_by_name\Малышеву\image_119.jpg
